publisher,is_control,event_topic_label,n_articles,total_articles,topic_share_pct,event_label
Die Tageszeitung (taz),False,"Nine, Polls, Retour",2,50,4.0,Roe_Leak_Protests_2022
El Mundo,False,"Contest, Final, Song",1,50,2.0,Roe_Leak_Protests_2022
El Mundo,False,"Fur, Putin, Ukraine",2,50,4.0,Roe_Leak_Protests_2022
El Mundo,False,"Millones euros, Mujeres, Vestido",47,50,94.0,Roe_Leak_Protests_2022
El País,False,"Millones euros, Mujeres, Vestido",6,6,100.0,Roe_Leak_Protests_2022
Euronews (EN),False,"Ban, Donald, Social media",2,50,4.0,Roe_Leak_Protests_2022
Euronews (EN),False,"Bill gates, Covid, Taiwan",1,50,2.0,Roe_Leak_Protests_2022
Euronews (EN),False,"Charles, Cost living, Speech",4,50,8.0,Roe_Leak_Protests_2022
Euronews (EN),False,"Contest, Final, Song",2,50,4.0,Roe_Leak_Protests_2022
Euronews (EN),False,"Cover, Hotel, Threatens",2,50,4.0,Roe_Leak_Protests_2022
Euronews (EN),False,"Daily, Summer, Teen mom",1,50,2.0,Roe_Leak_Protests_2022
Euronews (EN),False,"Fur, Putin, Ukraine",21,50,42.0,Roe_Leak_Protests_2022
Euronews (EN),False,"League, Liverpool, Test",1,50,2.0,Roe_Leak_Protests_2022
Euronews (EN),False,"Millones euros, Mujeres, Vestido",1,50,2.0,Roe_Leak_Protests_2022
Euronews (EN),False,"Nato, Saudi, Sports",14,50,28.0,Roe_Leak_Protests_2022
Euronews (EN),False,"Nine, Polls, Retour",1,50,2.0,Roe_Leak_Protests_2022
Euronews (FR),False,"Charles, Cost living, Speech",1,50,2.0,Roe_Leak_Protests_2022
Euronews (FR),False,"Contest, Final, Song",2,50,4.0,Roe_Leak_Protests_2022
Euronews (FR),False,"Fur, Putin, Ukraine",40,50,80.0,Roe_Leak_Protests_2022
Euronews (FR),False,"League, Liverpool, Test",1,50,2.0,Roe_Leak_Protests_2022
Euronews (FR),False,"Nato, Saudi, Sports",3,50,6.0,Roe_Leak_Protests_2022
Euronews (FR),False,"Nine, Polls, Retour",3,50,6.0,Roe_Leak_Protests_2022
Fox News,False,"Appeal, Killed, Mystery",4,50,8.0,Roe_Leak_Protests_2022
Fox News,False,"Ban, Donald, Social media",3,50,6.0,Roe_Leak_Protests_2022
Fox News,False,"Cover, Hotel, Threatens",2,50,4.0,Roe_Leak_Protests_2022
Fox News,False,"Daily, Summer, Teen mom",2,50,4.0,Roe_Leak_Protests_2022
Fox News,False,"Democrats, Senate, Supreme court",10,50,20.0,Roe_Leak_Protests_2022
Fox News,False,"Draft, Hopes, Lottery",5,50,10.0,Roe_Leak_Protests_2022
Fox News,False,"Fur, Putin, Ukraine",2,50,4.0,Roe_Leak_Protests_2022
Fox News,False,"League, Liverpool, Test",1,50,2.0,Roe_Leak_Protests_2022
Fox News,False,"List, Virginia, Wrong",4,50,8.0,Roe_Leak_Protests_2022
Fox News,False,"Nato, Saudi, Sports",16,50,32.0,Roe_Leak_Protests_2022
Fox News,False,"Nine, Polls, Retour",1,50,2.0,Roe_Leak_Protests_2022
Frankfurter Allgemeine Zeitung,False,"Ban, Donald, Social media",2,50,4.0,Roe_Leak_Protests_2022
Frankfurter Allgemeine Zeitung,False,"Charles, Cost living, Speech",1,50,2.0,Roe_Leak_Protests_2022
Frankfurter Allgemeine Zeitung,False,"Fur, Putin, Ukraine",39,50,78.0,Roe_Leak_Protests_2022
Frankfurter Allgemeine Zeitung,False,"League, Liverpool, Test",3,50,6.0,Roe_Leak_Protests_2022
Frankfurter Allgemeine Zeitung,False,"Millones euros, Mujeres, Vestido",1,50,2.0,Roe_Leak_Protests_2022
Frankfurter Allgemeine Zeitung,False,"Nato, Saudi, Sports",3,50,6.0,Roe_Leak_Protests_2022
Frankfurter Allgemeine Zeitung,False,"Nine, Polls, Retour",1,50,2.0,Roe_Leak_Protests_2022
Le Figaro,False,"Ban, Donald, Social media",1,50,2.0,Roe_Leak_Protests_2022
Le Figaro,False,"Charles, Cost living, Speech",1,50,2.0,Roe_Leak_Protests_2022
Le Figaro,False,"Fur, Putin, Ukraine",41,50,82.0,Roe_Leak_Protests_2022
Le Figaro,False,"League, Liverpool, Test",2,50,4.0,Roe_Leak_Protests_2022
Le Figaro,False,"Millones euros, Mujeres, Vestido",1,50,2.0,Roe_Leak_Protests_2022
Le Figaro,False,"Nato, Saudi, Sports",3,50,6.0,Roe_Leak_Protests_2022
Le Figaro,False,"Nine, Polls, Retour",1,50,2.0,Roe_Leak_Protests_2022
Le Monde,False,"Ban, Donald, Social media",1,50,2.0,Roe_Leak_Protests_2022
Le Monde,False,"Fur, Putin, Ukraine",44,50,88.0,Roe_Leak_Protests_2022
Le Monde,False,"League, Liverpool, Test",1,50,2.0,Roe_Leak_Protests_2022
Le Monde,False,"Millones euros, Mujeres, Vestido",3,50,6.0,Roe_Leak_Protests_2022
Le Monde,False,"Nato, Saudi, Sports",1,50,2.0,Roe_Leak_Protests_2022
Reuters,False,"Bill gates, Covid, Taiwan",2,50,4.0,Roe_Leak_Protests_2022
Reuters,False,"California, Climate, Debate",1,50,2.0,Roe_Leak_Protests_2022
Reuters,False,"Charles, Cost living, Speech",9,50,18.0,Roe_Leak_Protests_2022
Reuters,False,"Contest, Final, Song",1,50,2.0,Roe_Leak_Protests_2022
Reuters,False,"Cover, Hotel, Threatens",8,50,16.0,Roe_Leak_Protests_2022
Reuters,False,"Draft, Hopes, Lottery",1,50,2.0,Roe_Leak_Protests_2022
Reuters,False,"Fur, Putin, Ukraine",10,50,20.0,Roe_Leak_Protests_2022
Reuters,False,"League, Liverpool, Test",1,50,2.0,Roe_Leak_Protests_2022
Reuters,False,"Millones euros, Mujeres, Vestido",2,50,4.0,Roe_Leak_Protests_2022
Reuters,False,"Nato, Saudi, Sports",15,50,30.0,Roe_Leak_Protests_2022
Spiegel Online,False,"Ban, Donald, Social media",3,50,6.0,Roe_Leak_Protests_2022
Spiegel Online,False,"Charles, Cost living, Speech",2,50,4.0,Roe_Leak_Protests_2022
Spiegel Online,False,"Contest, Final, Song",1,50,2.0,Roe_Leak_Protests_2022
Spiegel Online,False,"Daily, Summer, Teen mom",2,50,4.0,Roe_Leak_Protests_2022
Spiegel Online,False,"Fur, Putin, Ukraine",35,50,70.0,Roe_Leak_Protests_2022
Spiegel Online,False,"League, Liverpool, Test",2,50,4.0,Roe_Leak_Protests_2022
Spiegel Online,False,"Nato, Saudi, Sports",4,50,8.0,Roe_Leak_Protests_2022
Spiegel Online,False,"Nine, Polls, Retour",1,50,2.0,Roe_Leak_Protests_2022
Tagesschau,False,"Fur, Putin, Ukraine",44,50,88.0,Roe_Leak_Protests_2022
Tagesschau,False,"League, Liverpool, Test",1,50,2.0,Roe_Leak_Protests_2022
Tagesschau,False,"Millones euros, Mujeres, Vestido",1,50,2.0,Roe_Leak_Protests_2022
Tagesschau,False,"Nato, Saudi, Sports",3,50,6.0,Roe_Leak_Protests_2022
Tagesschau,False,"Nine, Polls, Retour",1,50,2.0,Roe_Leak_Protests_2022
The BBC,False,"Appeal, Killed, Mystery",2,49,4.08,Roe_Leak_Protests_2022
The BBC,False,"Ban, Donald, Social media",1,49,2.04,Roe_Leak_Protests_2022
The BBC,False,"Bill gates, Covid, Taiwan",1,49,2.04,Roe_Leak_Protests_2022
The BBC,False,"California, Climate, Debate",2,49,4.08,Roe_Leak_Protests_2022
The BBC,False,"Charles, Cost living, Speech",6,49,12.24,Roe_Leak_Protests_2022
The BBC,False,"Contest, Final, Song",1,49,2.04,Roe_Leak_Protests_2022
The BBC,False,"Cover, Hotel, Threatens",2,49,4.08,Roe_Leak_Protests_2022
The BBC,False,"Daily, Summer, Teen mom",2,49,4.08,Roe_Leak_Protests_2022
The BBC,False,"Fur, Putin, Ukraine",8,49,16.33,Roe_Leak_Protests_2022
The BBC,False,"League, Liverpool, Test",2,49,4.08,Roe_Leak_Protests_2022
The BBC,False,"Millones euros, Mujeres, Vestido",1,49,2.04,Roe_Leak_Protests_2022
The BBC,False,"Nato, Saudi, Sports",21,49,42.86,Roe_Leak_Protests_2022
The Globe and Mail,False,"Appeal, Killed, Mystery",1,50,2.0,Roe_Leak_Protests_2022
The Globe and Mail,False,"Bill gates, Covid, Taiwan",8,50,16.0,Roe_Leak_Protests_2022
The Globe and Mail,False,"California, Climate, Debate",4,50,8.0,Roe_Leak_Protests_2022
The Globe and Mail,False,"Charles, Cost living, Speech",10,50,20.0,Roe_Leak_Protests_2022
The Globe and Mail,False,"Cover, Hotel, Threatens",2,50,4.0,Roe_Leak_Protests_2022
The Globe and Mail,False,"Daily, Summer, Teen mom",3,50,6.0,Roe_Leak_Protests_2022
The Globe and Mail,False,"Democrats, Senate, Supreme court",1,50,2.0,Roe_Leak_Protests_2022
The Globe and Mail,False,"Draft, Hopes, Lottery",4,50,8.0,Roe_Leak_Protests_2022
The Globe and Mail,False,"Fur, Putin, Ukraine",4,50,8.0,Roe_Leak_Protests_2022
The Globe and Mail,False,"Nato, Saudi, Sports",13,50,26.0,Roe_Leak_Protests_2022
The Guardian,False,"Appeal, Killed, Mystery",3,50,6.0,Roe_Leak_Protests_2022
The Guardian,False,"Ban, Donald, Social media",1,50,2.0,Roe_Leak_Protests_2022
The Guardian,False,"Bill gates, Covid, Taiwan",2,50,4.0,Roe_Leak_Protests_2022
The Guardian,False,"California, Climate, Debate",2,50,4.0,Roe_Leak_Protests_2022
The Guardian,False,"Charles, Cost living, Speech",3,50,6.0,Roe_Leak_Protests_2022
The Guardian,False,"Cover, Hotel, Threatens",1,50,2.0,Roe_Leak_Protests_2022
The Guardian,False,"Daily, Summer, Teen mom",5,50,10.0,Roe_Leak_Protests_2022
The Guardian,False,"Democrats, Senate, Supreme court",1,50,2.0,Roe_Leak_Protests_2022
The Guardian,False,"Fur, Putin, Ukraine",8,50,16.0,Roe_Leak_Protests_2022
The Guardian,False,"League, Liverpool, Test",10,50,20.0,Roe_Leak_Protests_2022
The Guardian,False,"Nato, Saudi, Sports",12,50,24.0,Roe_Leak_Protests_2022
The Guardian,False,"Nine, Polls, Retour",2,50,4.0,Roe_Leak_Protests_2022
The Independent,False,"Appeal, Killed, Mystery",1,50,2.0,Roe_Leak_Protests_2022
The Independent,False,"Bill gates, Covid, Taiwan",5,50,10.0,Roe_Leak_Protests_2022
The Independent,False,"California, Climate, Debate",3,50,6.0,Roe_Leak_Protests_2022
The Independent,False,"Charles, Cost living, Speech",3,50,6.0,Roe_Leak_Protests_2022
The Independent,False,"Contest, Final, Song",2,50,4.0,Roe_Leak_Protests_2022
The Independent,False,"Cover, Hotel, Threatens",2,50,4.0,Roe_Leak_Protests_2022
The Independent,False,"Daily, Summer, Teen mom",2,50,4.0,Roe_Leak_Protests_2022
The Independent,False,"Democrats, Senate, Supreme court",5,50,10.0,Roe_Leak_Protests_2022
The Independent,False,"Fur, Putin, Ukraine",3,50,6.0,Roe_Leak_Protests_2022
The Independent,False,"League, Liverpool, Test",3,50,6.0,Roe_Leak_Protests_2022
The Independent,False,"List, Virginia, Wrong",1,50,2.0,Roe_Leak_Protests_2022
The Independent,False,"Nato, Saudi, Sports",20,50,40.0,Roe_Leak_Protests_2022
The Intercept,False,"Charles, Cost living, Speech",1,14,7.14,Roe_Leak_Protests_2022
The Intercept,False,"Cover, Hotel, Threatens",1,14,7.14,Roe_Leak_Protests_2022
The Intercept,False,"Fur, Putin, Ukraine",1,14,7.14,Roe_Leak_Protests_2022
The Intercept,False,"Millones euros, Mujeres, Vestido",11,14,78.57,Roe_Leak_Protests_2022
The Nation,False,"Ban, Donald, Social media",1,40,2.5,Roe_Leak_Protests_2022
The Nation,False,"Bill gates, Covid, Taiwan",4,40,10.0,Roe_Leak_Protests_2022
The Nation,False,"Charles, Cost living, Speech",1,40,2.5,Roe_Leak_Protests_2022
The Nation,False,"Cover, Hotel, Threatens",2,40,5.0,Roe_Leak_Protests_2022
The Nation,False,"Daily, Summer, Teen mom",4,40,10.0,Roe_Leak_Protests_2022
The Nation,False,"Democrats, Senate, Supreme court",13,40,32.5,Roe_Leak_Protests_2022
The Nation,False,"Fur, Putin, Ukraine",3,40,7.5,Roe_Leak_Protests_2022
The Nation,False,"List, Virginia, Wrong",2,40,5.0,Roe_Leak_Protests_2022
The Nation,False,"Nato, Saudi, Sports",9,40,22.5,Roe_Leak_Protests_2022
The Nation,False,"Nine, Polls, Retour",1,40,2.5,Roe_Leak_Protests_2022
The New Yorker,False,"Bill gates, Covid, Taiwan",2,49,4.08,Roe_Leak_Protests_2022
The New Yorker,False,"California, Climate, Debate",1,49,2.04,Roe_Leak_Protests_2022
The New Yorker,False,"Charles, Cost living, Speech",3,49,6.12,Roe_Leak_Protests_2022
The New Yorker,False,"Cover, Hotel, Threatens",1,49,2.04,Roe_Leak_Protests_2022
The New Yorker,False,"Daily, Summer, Teen mom",24,49,48.98,Roe_Leak_Protests_2022
The New Yorker,False,"Democrats, Senate, Supreme court",6,49,12.24,Roe_Leak_Protests_2022
The New Yorker,False,"Draft, Hopes, Lottery",2,49,4.08,Roe_Leak_Protests_2022
The New Yorker,False,"Fur, Putin, Ukraine",3,49,6.12,Roe_Leak_Protests_2022
The New Yorker,False,"List, Virginia, Wrong",1,49,2.04,Roe_Leak_Protests_2022
The New Yorker,False,"Millones euros, Mujeres, Vestido",1,49,2.04,Roe_Leak_Protests_2022
The New Yorker,False,"Nato, Saudi, Sports",5,49,10.2,Roe_Leak_Protests_2022
The Sun,False,"Appeal, Killed, Mystery",2,50,4.0,Roe_Leak_Protests_2022
The Sun,False,"Ban, Donald, Social media",1,50,2.0,Roe_Leak_Protests_2022
The Sun,False,"Charles, Cost living, Speech",9,50,18.0,Roe_Leak_Protests_2022
The Sun,False,"Cover, Hotel, Threatens",1,50,2.0,Roe_Leak_Protests_2022
The Sun,False,"Daily, Summer, Teen mom",20,50,40.0,Roe_Leak_Protests_2022
The Sun,False,"Fur, Putin, Ukraine",4,50,8.0,Roe_Leak_Protests_2022
The Sun,False,"Nato, Saudi, Sports",13,50,26.0,Roe_Leak_Protests_2022
The Telegraph,False,"Ban, Donald, Social media",1,50,2.0,Roe_Leak_Protests_2022
The Telegraph,False,"Charles, Cost living, Speech",7,50,14.0,Roe_Leak_Protests_2022
The Telegraph,False,"Contest, Final, Song",2,50,4.0,Roe_Leak_Protests_2022
The Telegraph,False,"Cover, Hotel, Threatens",2,50,4.0,Roe_Leak_Protests_2022
The Telegraph,False,"Daily, Summer, Teen mom",4,50,8.0,Roe_Leak_Protests_2022
The Telegraph,False,"Democrats, Senate, Supreme court",4,50,8.0,Roe_Leak_Protests_2022
The Telegraph,False,"Fur, Putin, Ukraine",13,50,26.0,Roe_Leak_Protests_2022
The Telegraph,False,"League, Liverpool, Test",5,50,10.0,Roe_Leak_Protests_2022
The Telegraph,False,"Nato, Saudi, Sports",12,50,24.0,Roe_Leak_Protests_2022
The Washington Times,False,"Ban, Donald, Social media",2,50,4.0,Roe_Leak_Protests_2022
The Washington Times,False,"Bill gates, Covid, Taiwan",4,50,8.0,Roe_Leak_Protests_2022
The Washington Times,False,"Charles, Cost living, Speech",2,50,4.0,Roe_Leak_Protests_2022
The Washington Times,False,"Cover, Hotel, Threatens",3,50,6.0,Roe_Leak_Protests_2022
The Washington Times,False,"Daily, Summer, Teen mom",3,50,6.0,Roe_Leak_Protests_2022
The Washington Times,False,"Democrats, Senate, Supreme court",8,50,16.0,Roe_Leak_Protests_2022
The Washington Times,False,"Fur, Putin, Ukraine",4,50,8.0,Roe_Leak_Protests_2022
The Washington Times,False,"List, Virginia, Wrong",2,50,4.0,Roe_Leak_Protests_2022
The Washington Times,False,"Nato, Saudi, Sports",22,50,44.0,Roe_Leak_Protests_2022
Voice Of America,False,"Ban, Donald, Social media",1,50,2.0,Roe_Leak_Protests_2022
Voice Of America,False,"Bill gates, Covid, Taiwan",6,50,12.0,Roe_Leak_Protests_2022
Voice Of America,False,"California, Climate, Debate",2,50,4.0,Roe_Leak_Protests_2022
Voice Of America,False,"Charles, Cost living, Speech",3,50,6.0,Roe_Leak_Protests_2022
Voice Of America,False,"Cover, Hotel, Threatens",9,50,18.0,Roe_Leak_Protests_2022
Voice Of America,False,"Daily, Summer, Teen mom",1,50,2.0,Roe_Leak_Protests_2022
Voice Of America,False,"Democrats, Senate, Supreme court",1,50,2.0,Roe_Leak_Protests_2022
Voice Of America,False,"Fur, Putin, Ukraine",11,50,22.0,Roe_Leak_Protests_2022
Voice Of America,False,"Nato, Saudi, Sports",13,50,26.0,Roe_Leak_Protests_2022
Voice Of America,False,"Nine, Polls, Retour",3,50,6.0,Roe_Leak_Protests_2022
Washington Post,False,"Appeal, Killed, Mystery",3,50,6.0,Roe_Leak_Protests_2022
Washington Post,False,"Ban, Donald, Social media",3,50,6.0,Roe_Leak_Protests_2022
Washington Post,False,"Bill gates, Covid, Taiwan",2,50,4.0,Roe_Leak_Protests_2022
Washington Post,False,"Charles, Cost living, Speech",3,50,6.0,Roe_Leak_Protests_2022
Washington Post,False,"Cover, Hotel, Threatens",4,50,8.0,Roe_Leak_Protests_2022
Washington Post,False,"Daily, Summer, Teen mom",3,50,6.0,Roe_Leak_Protests_2022
Washington Post,False,"Democrats, Senate, Supreme court",5,50,10.0,Roe_Leak_Protests_2022
Washington Post,False,"Draft, Hopes, Lottery",5,50,10.0,Roe_Leak_Protests_2022
Washington Post,False,"Fur, Putin, Ukraine",4,50,8.0,Roe_Leak_Protests_2022
Washington Post,False,"League, Liverpool, Test",2,50,4.0,Roe_Leak_Protests_2022
Washington Post,False,"List, Virginia, Wrong",1,50,2.0,Roe_Leak_Protests_2022
Washington Post,False,"Nato, Saudi, Sports",15,50,30.0,Roe_Leak_Protests_2022
es,False,"Bill gates, Covid, Taiwan",1,50,2.0,Roe_Leak_Protests_2022
es,False,"Fur, Putin, Ukraine",3,50,6.0,Roe_Leak_Protests_2022
es,False,"Millones euros, Mujeres, Vestido",45,50,90.0,Roe_Leak_Protests_2022
es,False,"Nato, Saudi, Sports",1,50,2.0,Roe_Leak_Protests_2022
i,False,"Appeal, Killed, Mystery",1,50,2.0,Roe_Leak_Protests_2022
i,False,"Bill gates, Covid, Taiwan",3,50,6.0,Roe_Leak_Protests_2022
i,False,"California, Climate, Debate",1,50,2.0,Roe_Leak_Protests_2022
i,False,"Charles, Cost living, Speech",15,50,30.0,Roe_Leak_Protests_2022
i,False,"Contest, Final, Song",11,50,22.0,Roe_Leak_Protests_2022
i,False,"Daily, Summer, Teen mom",7,50,14.0,Roe_Leak_Protests_2022
i,False,"Democrats, Senate, Supreme court",2,50,4.0,Roe_Leak_Protests_2022
i,False,"Fur, Putin, Ukraine",1,50,2.0,Roe_Leak_Protests_2022
i,False,"Nato, Saudi, Sports",9,50,18.0,Roe_Leak_Protests_2022
